date,category,value,label
2018-01-01,Residential Building Request,9.0,0
2018-01-01,SFHA Requests,3.0,0
2018-01-01,Sewer Issues,9.0,0
2018-01-01,Sidewalk or Curb,8.0,0
2018-01-01,Sign Repair,10.0,0
2018-01-01,Street Defects,1.0,0
2018-01-01,Street and Sidewalk Cleaning,446.0,0
2018-01-01,Streetlights,15.0,0
2018-01-01,Temporary Sign Request,0.0,0
2018-01-01,Tree Maintenance,9.0,0
2018-01-02,311 External Request,1.0,0
2018-01-02,Abandoned Vehicle,111.0,0
2018-01-02,Blocked Street or SideWalk,19.0,0
2018-01-02,Catch Basin Maintenance,1.0,0
2018-01-02,Color Curb,1.0,0
2018-01-02,Construction Zone Permits,0.0,0
2018-01-02,DPW Volunteer Programs,0.0,0
2018-01-02,Damaged Property,36.0,0
2018-01-02,Encampments,238.0,0
2018-01-02,Entertainment Commission,0.0,0
2018-01-02,General Request -,0.0,0
2018-01-02,General Request - 311CUSTOMERSERVICECENTER,3.0,0
2018-01-02,General Request - ADULT PROBATION,0.0,0
2018-01-02,General Request - AGING ADULT SERVICES,0.0,0
2018-01-02,General Request - AIRPORT SFO,0.0,0
2018-01-02,General Request - ANIMAL CARE CONTROL,3.0,0
2018-01-02,General Request - ART COMMISSION,0.0,0
2018-01-02,General Request - ASSESSOR RECORDER,4.0,0
2018-01-02,General Request - BOARD OF SUPERVISORS,0.0,0
2018-01-02,General Request - BUILDING INSPECTION,2.0,0
2018-01-02,General Request - CENTRAL SHOPS,0.0,0
2018-01-02,General Request - CHILDREN YOUTH FAMILIES,0.0,0
2018-01-02,General Request - CHILDSUPPORTSERVICES,0.0,0
2018-01-02,General Request - CITY ATTORNEY,0.0,0
2018-01-02,General Request - CITY HALL,0.0,0
2018-01-02,General Request - CITYADMINISTRATOR GSA,0.0,0
2018-01-02,General Request - CONTRACT ADMINISTRATION,0.0,0
2018-01-02,General Request - CONTROLLER,0.0,0
2018-01-02,General Request - COUNTY CLERK,19.0,0
2018-01-02,General Request - DISTRICT ATTORNEY,0.0,0
2018-01-02,General Request - DPH,13.0,0
2018-01-02,General Request - DTIS,0.0,0
2018-01-02,General Request - ECONOMICS AND WORKFORCE DEVELOPMENT,0.0,0
2018-01-02,General Request - ELECTIONS,0.0,0
2018-01-02,General Request - ENTERTAINMENT COMMISSION,0.0,0
2018-01-02,General Request - ENVIRONMENT,0.0,0
2018-01-02,General Request - ETHICS COMMISSION,0.0,0
2018-01-02,General Request - FILM COMMISSION,0.0,0
2018-01-02,General Request - FIRE DEPARTMENT,0.0,0
2018-01-02,General Request - HSH,0.0,0
2018-01-02,General Request - HUMAN RESOURCES,0.0,0
2018-01-02,General Request - HUMAN RIGHTS COMMISSION,0.0,0
2018-01-02,General Request - HUMAN SERVICES AGENCY,0.0,0
2018-01-02,General Request - LABOR STANDARDS ENFORCEMENT,0.0,0
2018-01-02,General Request - LIBRARY PUBLIC,0.0,0
2018-01-02,General Request - MEDICAL EXAMINER,0.0,0
2018-01-02,General Request - MOCD,0.0,0
2018-01-02,General Request - MOCJ,0.0,0
2018-01-02,General Request - MOD,0.0,0
2018-01-02,General Request - MOH,0.0,0
2018-01-02,General Request - MONS,0.0,0
2018-01-02,General Request - MTA,13.0,0
2018-01-02,General Request - OCC,0.0,0
2018-01-02,General Request - PLANNING,1.0,0
2018-01-02,General Request - PORT AUTHORITY,1.0,0
2018-01-02,General Request - PUBLIC WORKS,28.0,0
2018-01-02,General Request - PUC,5.0,0
2018-01-02,General Request - REAL ESTATE DEPARTMENT,1.0,0
2018-01-02,General Request - RENT BOARD,0.0,0
2018-01-02,General Request - RPD,1.0,0
2018-01-02,General Request - SFPD,0.0,0
2018-01-02,General Request - SHERIFF,0.0,0
2018-01-02,General Request - SHORT TERM RENTALS,0.0,0
2018-01-02,General Request - SMALL BUSINESS,0.0,0
2018-01-02,General Request - TIDA,0.0,0
2018-01-02,General Request - TT COLLECTOR,5.0,0
2018-01-02,Graffiti,260.0,0
2018-01-02,Homeless Concerns,190.0,0
2018-01-02,Illegal Postings,5.0,0
2018-01-02,Litter Receptacles,23.0,0
2018-01-02,MUNI Feedback,49.0,0
2018-01-02,Noise Report,14.0,0
2018-01-02,Rec and Park Requests,20.0,0
2018-01-02,Residential Building Request,8.0,0
2018-01-02,SFHA Requests,3.0,0
2018-01-02,Sewer Issues,47.0,0
2018-01-02,Sidewalk or Curb,9.0,0
2018-01-02,Sign Repair,16.0,0
2018-01-02,Street Defects,20.0,0
2018-01-02,Street and Sidewalk Cleaning,752.0,0
2018-01-02,Streetlights,24.0,0
2018-01-02,Temporary Sign Request,35.0,0
2018-01-02,Tree Maintenance,31.0,0
2018-01-03,311 External Request,3.0,0
2018-01-03,Abandoned Vehicle,103.0,0
2018-01-03,Blocked Street or SideWalk,25.0,0
2018-01-03,Catch Basin Maintenance,1.0,0
2018-01-03,Color Curb,4.0,0
2018-01-03,Construction Zone Permits,0.0,0
2018-01-03,DPW Volunteer Programs,1.0,0
2018-01-03,Damaged Property,43.0,0
2018-01-03,Encampments,248.0,0
2018-01-03,Entertainment Commission,0.0,0
2018-01-03,General Request -,0.0,0
2018-01-03,General Request - 311CUSTOMERSERVICECENTER,5.0,0
2018-01-03,General Request - ADULT PROBATION,0.0,0
2018-01-03,General Request - AGING ADULT SERVICES,0.0,0
2018-01-03,General Request - AIRPORT SFO,0.0,0
2018-01-03,General Request - ANIMAL CARE CONTROL,2.0,0
2018-01-03,General Request - ART COMMISSION,0.0,0
2018-01-03,General Request - ASSESSOR RECORDER,2.0,0
2018-01-03,General Request - BOARD OF SUPERVISORS,0.0,0
2018-01-03,General Request - BUILDING INSPECTION,1.0,0
2018-01-03,General Request - CENTRAL SHOPS,0.0,0
2018-01-03,General Request - CHILDREN YOUTH FAMILIES,0.0,0
2018-01-03,General Request - CHILDSUPPORTSERVICES,0.0,0
2018-01-03,General Request - CITY ATTORNEY,0.0,0
2018-01-03,General Request - CITY HALL,0.0,0
2018-01-03,General Request - CITYADMINISTRATOR GSA,0.0,0
2018-01-03,General Request - CONTRACT ADMINISTRATION,0.0,0
2018-01-03,General Request - CONTROLLER,0.0,0
2018-01-03,General Request - COUNTY CLERK,18.0,0
2018-01-03,General Request - DISTRICT ATTORNEY,0.0,0
2018-01-03,General Request - DPH,11.0,0
2018-01-03,General Request - DTIS,0.0,0
2018-01-03,General Request - ECONOMICS AND WORKFORCE DEVELOPMENT,0.0,0
2018-01-03,General Request - ELECTIONS,0.0,0
2018-01-03,General Request - ENTERTAINMENT COMMISSION,1.0,0
2018-01-03,General Request - ENVIRONMENT,0.0,0
2018-01-03,General Request - ETHICS COMMISSION,0.0,0
2018-01-03,General Request - FILM COMMISSION,0.0,0
2018-01-03,General Request - FIRE DEPARTMENT,0.0,0
2018-01-03,General Request - HSH,0.0,0
2018-01-03,General Request - HUMAN RESOURCES,0.0,0
2018-01-03,General Request - HUMAN RIGHTS COMMISSION,0.0,0
2018-01-03,General Request - HUMAN SERVICES AGENCY,0.0,0
2018-01-03,General Request - LABOR STANDARDS ENFORCEMENT,0.0,0
2018-01-03,General Request - LIBRARY PUBLIC,0.0,0
2018-01-03,General Request - MEDICAL EXAMINER,0.0,0
2018-01-03,General Request - MOCD,0.0,0
2018-01-03,General Request - MOCJ,0.0,0
2018-01-03,General Request - MOD,0.0,0
2018-01-03,General Request - MOH,0.0,0
2018-01-03,General Request - MONS,0.0,0
2018-01-03,General Request - MTA,28.0,0
2018-01-03,General Request - OCC,0.0,0
2018-01-03,General Request - PLANNING,0.0,0
2018-01-03,General Request - PORT AUTHORITY,0.0,0
2018-01-03,General Request - PUBLIC WORKS,31.0,0
2018-01-03,General Request - PUC,9.0,0
2018-01-03,General Request - REAL ESTATE DEPARTMENT,0.0,0
2018-01-03,General Request - RENT BOARD,0.0,0
2018-01-03,General Request - RPD,0.0,0
2018-01-03,General Request - SFPD,0.0,0
2018-01-03,General Request - SHERIFF,0.0,0
2018-01-03,General Request - SHORT TERM RENTALS,0.0,0
2018-01-03,General Request - SMALL BUSINESS,1.0,0
2018-01-03,General Request - TIDA,0.0,0
2018-01-03,General Request - TT COLLECTOR,4.0,0
2018-01-03,Graffiti,275.0,0
2018-01-03,Homeless Concerns,181.0,0
2018-01-03,Illegal Postings,4.0,0
2018-01-03,Litter Receptacles,21.0,0
2018-01-03,MUNI Feedback,40.0,0
2018-01-03,Noise Report,23.0,0
2018-01-03,Rec and Park Requests,17.0,0
2018-01-03,Residential Building Request,2.0,0
2018-01-03,SFHA Requests,2.0,0
2018-01-03,Sewer Issues,16.0,0
2018-01-03,Sidewalk or Curb,14.0,0
2018-01-03,Sign Repair,13.0,0
2018-01-03,Street Defects,12.0,0
2018-01-03,Street and Sidewalk Cleaning,686.0,0
2018-01-03,Streetlights,38.0,0
2018-01-03,Temporary Sign Request,35.0,0
2018-01-03,Tree Maintenance,22.0,0
2018-01-04,311 External Request,3.0,0
2018-01-04,Abandoned Vehicle,101.0,0
2018-01-04,Blocked Street or SideWalk,25.0,0
2018-01-04,Catch Basin Maintenance,1.0,0
2018-01-04,Color Curb,1.0,0
2018-01-04,Construction Zone Permits,5.0,0
2018-01-04,DPW Volunteer Programs,1.0,0
2018-01-04,Damaged Property,33.0,0
2018-01-04,Encampments,205.0,0
2018-01-04,Entertainment Commission,0.0,0
2018-01-04,General Request -,0.0,0
2018-01-04,General Request - 311CUSTOMERSERVICECENTER,1.0,0
2018-01-04,General Request - ADULT PROBATION,0.0,0
2018-01-04,General Request - AGING ADULT SERVICES,0.0,0
2018-01-04,General Request - AIRPORT SFO,0.0,0
2018-01-04,General Request - ANIMAL CARE CONTROL,0.0,0
2018-01-04,General Request - ART COMMISSION,0.0,0
2018-01-04,General Request - ASSESSOR RECORDER,1.0,0
2018-01-04,General Request - BOARD OF SUPERVISORS,0.0,0
2018-01-04,General Request - BUILDING INSPECTION,2.0,0
2018-01-04,General Request - CENTRAL SHOPS,0.0,0
2018-01-04,General Request - CHILDREN YOUTH FAMILIES,0.0,0
2018-01-04,General Request - CHILDSUPPORTSERVICES,0.0,0
2018-01-04,General Request - CITY ATTORNEY,0.0,0
2018-01-04,General Request - CITY HALL,0.0,0
2018-01-04,General Request - CITYADMINISTRATOR GSA,1.0,0
2018-01-04,General Request - CONTRACT ADMINISTRATION,0.0,0
2018-01-04,General Request - CONTROLLER,0.0,0
2018-01-04,General Request - COUNTY CLERK,8.0,0
2018-01-04,General Request - DISTRICT ATTORNEY,0.0,0
2018-01-04,General Request - DPH,14.0,0
2018-01-04,General Request - DTIS,0.0,0
2018-01-04,General Request - ECONOMICS AND WORKFORCE DEVELOPMENT,0.0,0
2018-01-04,General Request - ELECTIONS,0.0,0
2018-01-04,General Request - ENTERTAINMENT COMMISSION,0.0,0
2018-01-04,General Request - ENVIRONMENT,0.0,0
2018-01-04,General Request - ETHICS COMMISSION,0.0,0
2018-01-04,General Request - FILM COMMISSION,0.0,0
2018-01-04,General Request - FIRE DEPARTMENT,0.0,0
2018-01-04,General Request - HSH,0.0,0
2018-01-04,General Request - HUMAN RESOURCES,0.0,0
2018-01-04,General Request - HUMAN RIGHTS COMMISSION,1.0,0
2018-01-04,General Request - HUMAN SERVICES AGENCY,0.0,0
2018-01-04,General Request - LABOR STANDARDS ENFORCEMENT,0.0,0
2018-01-04,General Request - LIBRARY PUBLIC,0.0,0
2018-01-04,General Request - MEDICAL EXAMINER,0.0,0
2018-01-04,General Request - MOCD,0.0,0
2018-01-04,General Request - MOCJ,0.0,0
2018-01-04,General Request - MOD,0.0,0
2018-01-04,General Request - MOH,0.0,0
2018-01-04,General Request - MONS,0.0,0
2018-01-04,General Request - MTA,12.0,0
2018-01-04,General Request - OCC,0.0,0
2018-01-04,General Request - PLANNING,0.0,0
2018-01-04,General Request - PORT AUTHORITY,0.0,0
2018-01-04,General Request - PUBLIC WORKS,23.0,0
2018-01-04,General Request - PUC,7.0,0
2018-01-04,General Request - REAL ESTATE DEPARTMENT,0.0,0
2018-01-04,General Request - RENT BOARD,0.0,0
2018-01-04,General Request - RPD,0.0,0
2018-01-04,General Request - SFPD,0.0,0
2018-01-04,General Request - SHERIFF,0.0,0
2018-01-04,General Request - SHORT TERM RENTALS,0.0,0
2018-01-04,General Request - SMALL BUSINESS,0.0,0
2018-01-04,General Request - TIDA,0.0,0
2018-01-04,General Request - TT COLLECTOR,1.0,0
2018-01-04,Graffiti,252.0,0
2018-01-04,Homeless Concerns,150.0,0
2018-01-04,Illegal Postings,18.0,0
2018-01-04,Litter Receptacles,21.0,0
2018-01-04,MUNI Feedback,53.0,0
2018-01-04,Noise Report,18.0,0
2018-01-04,Rec and Park Requests,9.0,0
2018-01-04,Residential Building Request,6.0,0
2018-01-04,SFHA Requests,4.0,0
2018-01-04,Sewer Issues,24.0,0
2018-01-04,Sidewalk or Curb,12.0,0
2018-01-04,Sign Repair,19.0,0
2018-01-04,Street Defects,25.0,0
2018-01-04,Street and Sidewalk Cleaning,645.0,0
2018-01-04,Streetlights,22.0,0
2018-01-04,Temporary Sign Request,34.0,0
2018-01-04,Tree Maintenance,20.0,0
2018-01-05,311 External Request,1.0,0
2018-01-05,Abandoned Vehicle,66.0,0
2018-01-05,Blocked Street or SideWalk,19.0,0
2018-01-05,Catch Basin Maintenance,2.0,0
2018-01-05,Color Curb,1.0,0
2018-01-05,Construction Zone Permits,18.0,0
2018-01-05,DPW Volunteer Programs,0.0,0
2018-01-05,Damaged Property,34.0,0
2018-01-05,Encampments,179.0,0
2018-01-05,Entertainment Commission,0.0,0
2018-01-05,General Request -,0.0,0
2018-01-05,General Request - 311CUSTOMERSERVICECENTER,1.0,0
2018-01-05,General Request - ADULT PROBATION,0.0,0
2018-01-05,General Request - AGING ADULT SERVICES,0.0,0
2018-01-05,General Request - AIRPORT SFO,0.0,0
2018-01-05,General Request - ANIMAL CARE CONTROL,1.0,0
2018-01-05,General Request - ART COMMISSION,0.0,0
2018-01-05,General Request - ASSESSOR RECORDER,1.0,0
2018-01-05,General Request - BOARD OF SUPERVISORS,1.0,0
2018-01-05,General Request - BUILDING INSPECTION,5.0,0
2018-01-05,General Request - CENTRAL SHOPS,0.0,0
2018-01-05,General Request - CHILDREN YOUTH FAMILIES,0.0,0
2018-01-05,General Request - CHILDSUPPORTSERVICES,1.0,0
2018-01-05,General Request - CITY ATTORNEY,0.0,0
2018-01-05,General Request - CITY HALL,0.0,0
2018-01-05,General Request - CITYADMINISTRATOR GSA,0.0,0
2018-01-05,General Request - CONTRACT ADMINISTRATION,0.0,0
2018-01-05,General Request - CONTROLLER,0.0,0
2018-01-05,General Request - COUNTY CLERK,14.0,0
2018-01-05,General Request - DISTRICT ATTORNEY,0.0,0
2018-01-05,General Request - DPH,10.0,0
2018-01-05,General Request - DTIS,0.0,0
2018-01-05,General Request - ECONOMICS AND WORKFORCE DEVELOPMENT,1.0,0
2018-01-05,General Request - ELECTIONS,0.0,0
2018-01-05,General Request - ENTERTAINMENT COMMISSION,0.0,0
2018-01-05,General Request - ENVIRONMENT,0.0,0
2018-01-05,General Request - ETHICS COMMISSION,0.0,0
2018-01-05,General Request - FILM COMMISSION,0.0,0
2018-01-05,General Request - FIRE DEPARTMENT,0.0,0
2018-01-05,General Request - HSH,0.0,0
2018-01-05,General Request - HUMAN RESOURCES,0.0,0
2018-01-05,General Request - HUMAN RIGHTS COMMISSION,0.0,0
2018-01-05,General Request - HUMAN SERVICES AGENCY,0.0,0
2018-01-05,General Request - LABOR STANDARDS ENFORCEMENT,0.0,0
2018-01-05,General Request - LIBRARY PUBLIC,0.0,0
2018-01-05,General Request - MEDICAL EXAMINER,0.0,0
2018-01-05,General Request - MOCD,0.0,0
2018-01-05,General Request - MOCJ,0.0,0
2018-01-05,General Request - MOD,0.0,0
2018-01-05,General Request - MOH,0.0,0
2018-01-05,General Request - MONS,0.0,0
2018-01-05,General Request - MTA,27.0,0
2018-01-05,General Request - OCC,0.0,0
2018-01-05,General Request - PLANNING,0.0,0
2018-01-05,General Request - PORT AUTHORITY,0.0,0
2018-01-05,General Request - PUBLIC WORKS,22.0,0
2018-01-05,General Request - PUC,3.0,0
2018-01-05,General Request - REAL ESTATE DEPARTMENT,0.0,0
2018-01-05,General Request - RENT BOARD,0.0,0
2018-01-05,General Request - RPD,0.0,0
2018-01-05,General Request - SFPD,0.0,0
2018-01-05,General Request - SHERIFF,0.0,0
2018-01-05,General Request - SHORT TERM RENTALS,0.0,0
2018-01-05,General Request - SMALL BUSINESS,0.0,0
2018-01-05,General Request - TIDA,0.0,0
2018-01-05,General Request - TT COLLECTOR,3.0,0
2018-01-05,Graffiti,96.0,0
2018-01-05,Homeless Concerns,136.0,0
2018-01-05,Illegal Postings,5.0,0
2018-01-05,Litter Receptacles,13.0,0
2018-01-05,MUNI Feedback,49.0,0
2018-01-05,Noise Report,14.0,0
2018-01-05,Rec and Park Requests,9.0,0
2018-01-05,Residential Building Request,4.0,0
2018-01-05,SFHA Requests,8.0,0
2018-01-05,Sewer Issues,30.0,0
2018-01-05,Sidewalk or Curb,12.0,0
2018-01-05,Sign Repair,9.0,0
2018-01-05,Street Defects,12.0,0
2018-01-05,Street and Sidewalk Cleaning,509.0,0
2018-01-05,Streetlights,11.0,0
2018-01-05,Temporary Sign Request,31.0,0
2018-01-05,Tree Maintenance,22.0,0
2018-01-06,311 External Request,2.0,0
2018-01-06,Abandoned Vehicle,44.0,0
2018-01-06,Blocked Street or SideWalk,22.0,0
2018-01-06,Catch Basin Maintenance,2.0,0
2018-01-06,Color Curb,1.0,0
2018-01-06,Construction Zone Permits,0.0,0
2018-01-06,DPW Volunteer Programs,0.0,0
2018-01-06,Damaged Property,41.0,0
2018-01-06,Encampments,218.0,0
2018-01-06,Entertainment Commission,0.0,0
2018-01-06,General Request -,0.0,0
2018-01-06,General Request - 311CUSTOMERSERVICECENTER,3.0,0
2018-01-06,General Request - ADULT PROBATION,0.0,0
2018-01-06,General Request - AGING ADULT SERVICES,0.0,0
2018-01-06,General Request - AIRPORT SFO,0.0,0
2018-01-06,General Request - ANIMAL CARE CONTROL,0.0,0
2018-01-06,General Request - ART COMMISSION,0.0,0
2018-01-06,General Request - ASSESSOR RECORDER,1.0,0
2018-01-06,General Request - BOARD OF SUPERVISORS,0.0,0
2018-01-06,General Request - BUILDING INSPECTION,5.0,0
2018-01-06,General Request - CENTRAL SHOPS,0.0,0
2018-01-06,General Request - CHILDREN YOUTH FAMILIES,0.0,0
2018-01-06,General Request - CHILDSUPPORTSERVICES,0.0,0
2018-01-06,General Request - CITY ATTORNEY,0.0,0
2018-01-06,General Request - CITY HALL,0.0,0
2018-01-06,General Request - CITYADMINISTRATOR GSA,0.0,0
2018-01-06,General Request - CONTRACT ADMINISTRATION,0.0,0
2018-01-06,General Request - CONTROLLER,0.0,0
2018-01-06,General Request - COUNTY CLERK,4.0,0
2018-01-06,General Request - DISTRICT ATTORNEY,0.0,0
2018-01-06,General Request - DPH,4.0,0
2018-01-06,General Request - DTIS,0.0,0
2018-01-06,General Request - ECONOMICS AND WORKFORCE DEVELOPMENT,0.0,0
2018-01-06,General Request - ELECTIONS,0.0,0
2018-01-06,General Request - ENTERTAINMENT COMMISSION,0.0,0
2018-01-06,General Request - ENVIRONMENT,0.0,0
2018-01-06,General Request - ETHICS COMMISSION,0.0,0
2018-01-06,General Request - FILM COMMISSION,0.0,0
2018-01-06,General Request - FIRE DEPARTMENT,0.0,0
2018-01-06,General Request - HSH,0.0,0
2018-01-06,General Request - HUMAN RESOURCES,0.0,0
2018-01-06,General Request - HUMAN RIGHTS COMMISSION,0.0,0
2018-01-06,General Request - HUMAN SERVICES AGENCY,0.0,0
2018-01-06,General Request - LABOR STANDARDS ENFORCEMENT,0.0,0
2018-01-06,General Request - LIBRARY PUBLIC,0.0,0
2018-01-06,General Request - MEDICAL EXAMINER,0.0,0
2018-01-06,General Request - MOCD,0.0,0
2018-01-06,General Request - MOCJ,0.0,0
2018-01-06,General Request - MOD,0.0,0
2018-01-06,General Request - MOH,0.0,0
2018-01-06,General Request - MONS,1.0,0
2018-01-06,General Request - MTA,10.0,0
2018-01-06,General Request - OCC,0.0,0
2018-01-06,General Request - PLANNING,0.0,0
2018-01-06,General Request - PORT AUTHORITY,0.0,0
2018-01-06,General Request - PUBLIC WORKS,19.0,0
2018-01-06,General Request - PUC,3.0,0
2018-01-06,General Request - REAL ESTATE DEPARTMENT,0.0,0
2018-01-06,General Request - RENT BOARD,0.0,0
2018-01-06,General Request - RPD,0.0,0
2018-01-06,General Request - SFPD,1.0,0
2018-01-06,General Request - SHERIFF,0.0,0
2018-01-06,General Request - SHORT TERM RENTALS,0.0,0
2018-01-06,General Request - SMALL BUSINESS,0.0,0
2018-01-06,General Request - TIDA,0.0,0
2018-01-06,General Request - TT COLLECTOR,0.0,0
2018-01-06,Graffiti,162.0,0
2018-01-06,Homeless Concerns,152.0,0
2018-01-06,Illegal Postings,7.0,0
2018-01-06,Litter Receptacles,23.0,0
2018-01-06,MUNI Feedback,38.0,0
2018-01-06,Noise Report,10.0,0
2018-01-06,Rec and Park Requests,27.0,0
2018-01-06,Residential Building Request,4.0,0
2018-01-06,SFHA Requests,5.0,0
2018-01-06,Sewer Issues,27.0,0
2018-01-06,Sidewalk or Curb,4.0,0
2018-01-06,Sign Repair,18.0,0
2018-01-06,Street Defects,13.0,0
2018-01-06,Street and Sidewalk Cleaning,515.0,0
2018-01-06,Streetlights,17.0,0
2018-01-06,Temporary Sign Request,12.0,0
2018-01-06,Tree Maintenance,12.0,0
2018-01-07,311 External Request,0.0,0
2018-01-07,Abandoned Vehicle,49.0,0
2018-01-07,Blocked Street or SideWalk,10.0,0
2018-01-07,Catch Basin Maintenance,2.0,0
2018-01-07,Color Curb,1.0,0
2018-01-07,Construction Zone Permits,0.0,0
2018-01-07,DPW Volunteer Programs,0.0,0
2018-01-07,Damaged Property,12.0,0
2018-01-07,Encampments,173.0,0
2018-01-07,Entertainment Commission,0.0,0
2018-01-07,General Request -,0.0,0
2018-01-07,General Request - 311CUSTOMERSERVICECENTER,0.0,0
2018-01-07,General Request - ADULT PROBATION,0.0,0
2018-01-07,General Request - AGING ADULT SERVICES,0.0,0
2018-01-07,General Request - AIRPORT SFO,0.0,0
2018-01-07,General Request - ANIMAL CARE CONTROL,4.0,0
2018-01-07,General Request - ART COMMISSION,0.0,0
2018-01-07,General Request - ASSESSOR RECORDER,0.0,0
2018-01-07,General Request - BOARD OF SUPERVISORS,0.0,0
2018-01-07,General Request - BUILDING INSPECTION,0.0,0
2018-01-07,General Request - CENTRAL SHOPS,0.0,0
2018-01-07,General Request - CHILDREN YOUTH FAMILIES,0.0,0
2018-01-07,General Request - CHILDSUPPORTSERVICES,0.0,0
2018-01-07,General Request - CITY ATTORNEY,0.0,0
2018-01-07,General Request - CITY HALL,0.0,0
2018-01-07,General Request - CITYADMINISTRATOR GSA,0.0,0
2018-01-07,General Request - CONTRACT ADMINISTRATION,0.0,0
2018-01-07,General Request - CONTROLLER,0.0,0
2018-01-07,General Request - COUNTY CLERK,4.0,0
2018-01-07,General Request - DISTRICT ATTORNEY,0.0,0
2018-01-07,General Request - DPH,2.0,0
2018-01-07,General Request - DTIS,0.0,0
2018-01-07,General Request - ECONOMICS AND WORKFORCE DEVELOPMENT,0.0,0
2018-01-07,General Request - ELECTIONS,0.0,0
2018-01-07,General Request - ENTERTAINMENT COMMISSION,0.0,0
2018-01-07,General Request - ENVIRONMENT,0.0,0
2018-01-07,General Request - ETHICS COMMISSION,0.0,0
2018-01-07,General Request - FILM COMMISSION,0.0,0
2018-01-07,General Request - FIRE DEPARTMENT,0.0,0
2018-01-07,General Request - HSH,0.0,0
2018-01-07,General Request - HUMAN RESOURCES,0.0,0
2018-01-07,General Request - HUMAN RIGHTS COMMISSION,0.0,0
2018-01-07,General Request - HUMAN SERVICES AGENCY,0.0,0
2018-01-07,General Request - LABOR STANDARDS ENFORCEMENT,0.0,0
